Machine ID,Location,Polling center,Clustered precinct,Precincts in the cluster,Abstentions,Number of registered voters,No. of voters who actually voted,No. of valid ballots cast,Turnout (%),cluster_id,Clustered Precinct Extracted
HPM180PA01007224,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 157","LAKANDULA ELEMENTARY SCHOOL,",39010330,"0593A, 0594A, 0595A, 0595B, 0595C",1,649,505,505,77.81,39010330,39010330
HPM180PA01007274,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, PAYATAS",PAYATAS C ELEMENTARY SCHOOL,74040558,"1971A, 1972A, 1973A, 1974A, 1975A",1,985,683,683,69.34,74040558,74040558
HPM180PA01007296,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, SUN VALLEY",A. TOLENTINO (SUN VALLEY GYM),76040308,"1020B, 1021A, 1022A, 1022B, 1023A, 1027A",0,936,656,656,70.08,76040308,76040308
HPM180PA01007400,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 198",FELIPE CALDERON ELEMENTARY SCHOOL,39010397,"0786A, 0786B, 0787A, 0787B, 0788A, 0788B, 0788P1",0,870,659,659,75.74,39010397,39010397
HPM180PA01007457,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 13",PASAY WEST HIGH SCHOOL,76050016,"0050B,0051A,0051B,0052A,0053A,0054A,0054B,0054P1",1,775,489,489,63.09,76050016,76050016
HPM180PA01007461,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, PINAGBUHATAN",NAGPAYONG ELEMENTARY SCHOOL,74030350,"1036A, 1036B, 1036C, 1036D, 1036E",6,997,781,781,78.33,74030350,74030350
HPM180PA01007539,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, PULO",PIO VALENZUELA ELEMENTARY SCHOOL,75040160,"0449A, 0449B, 0449C, 0449P1",2,494,395,395,79.95,75040160,75040160
HPM180PA01007565,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, SOUTH TRIANGLE",KAMUNING ELEMENTARY SCHOOL,74040787,"4558A,4559A,4560A,4561A,4561B,4562A",0,875,558,558,63.77,74040787,74040787
HPM180PA01007630,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 223",FLORENTINO TORRES HIGH SCHOOL,39010442,"0924A, 0924B, 0924C, 0925B",0,539,390,390,72.35,39010442,39010442
HPM180PA01007681,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, CALUMPANG",KALUMPANG ELEMENTARY SCHOOL,74020022,"0117C, 0118A, 0118B, 0119A, 0120A, 0121A, 0122A",1,895,708,708,79.1,74020022,74020022
HPM180PA01008024,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, SUN VALLEY",SUN VALLEY NATIONAL HIGH SCHOOL,76040299,"0990A, 0990B, 0991A, 0992A, 0992B",5,966,729,729,75.46,76040299,76040299
HPM180PA01008101,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, ALMANZA DOS",ALMANZA ELEMENTARY SCHOOL-T.S. CRUZ ANNEX,76010320,"0615F, 0615G, 0615H, 0615I, 0616A",0,848,513,513,60.49,76010320,76010320
HPM180PA01008157,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, HAGDANG BATO ITAAS",EULOGIO RODRIGUEZ INTEGRATED SCHOOL,74010122,"0362A, 0363A, 0364A, 0364B, 0365A, 0365B, 0366A",2,899,654,654,72.74,74010122,74010122
HPM180PA01008248,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 35",GOTAMCO ELEM. SCHOOL,76050046,"0160A,0161A,0161B,0161C,0161P1",0,501,389,389,77.64,76050046,76050046
HPM180PA01008331,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, HOLY SPIRIT",HOLY SPIRIT ELEMENTARY SCHOOL,74040233,"1242A, 1242B, 1243A, 1243B, 1244A",3,985,619,619,62.84,74040233,74040233
HPM180PA01008392,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, PULANG LUPA UNO",PULANLUPA ELEMENTARY SCHOOL,76010050,"0142B, 0143A, 0143B, 0143C, 0143D, 0144A",1,826,422,422,51.08,76010050,76010050
HPM180PA01008643,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, DALANDANAN",DALANDANAN ELEMENTARY SCHOOL,75040069,"0174A, 0175A, 0176A, 0177A, 0177B",1,824,598,598,72.57,75040069,75040069
HPM180PA01008797,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, COMMONWEALTH",COMMONWEALTH ELEMENTARY SCHOOL,74040401,"1606H, 1606I, 1606J, 1606K, 1606L",2,996,657,657,65.96,74040401,74040401
HPM180PA01008841,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, MARULAS",CONSTANTINO ELEMENTARY SCHOOL,75040343,"0980A, 0981A, 0982A, 0983A, 0984A",0,861,651,651,75.6,75040343,75040343
HPM180PA01008951,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, SANTA MONICA",VILLA VERDE ELEMENTARY SCHOOL,74041121,"2337C,2338A,2339A,2340A,2341A",3,953,663,663,69.56,74041121,74041121
HPM180PA01008990,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, BUNGAD",JUDGE JUAN LUNA HIGH SCHOOL,74040104,"0540A, 0541A, 0542A, 0543A, 0544A, 0545A",3,973,712,712,73.17,74040104,74040104
HPM180PA01009124,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, KRUS NA LIGAS",CRUZ NA LIGAS ELEMENTARY SCHOOL,74040951,"5458A,5459A,5459B,5460A",0,752,554,554,73.67,74040951,74040951
HPM180PA01009133,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, B. F. INTERNATIONAL VILLAGE",CAA ELEMENTARY SCHOOL-MAIN,76010155,"0353C, 0353D, 0353E, 0353F, 0354A",0,970,601,601,61.95,76010155,76010155
HPM180PA01009282,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, HULO",HULO INTEGRATED SCHOOL,74010168,"0551A, 0551B, 0552A, 0552B, 0556P2",1,863,559,559,64.77,74010168,74010168
HPM180PA01009591,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, SAN ANTONIO",SAN ANTONIO ELEMENTARY SCHOOL,76040210,"0680A, 0680B, 0681A, 0681B, 0682A",0,931,666,666,71.53,76040210,76040210
HPM180PA01009652,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 183",LAKANDULA HIGH SCHOOL,39010375,"0715A, 0715B, 0716A, 0717A, 0718A, 0718P1",1,715,534,534,74.68,39010375,39010375
HPM180PA01009741,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, PLAINVIEW",PLAINVIEW ELEMENTARY SCHOOL,74010221,"0749A, 0750A, 0750B, 0751A, 0751B, 0752A, 0753A, 0754A, 0755A",2,974,600,600,61.6,74010221,74010221
HPM180PA01009895,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, BAGBAGUIN",ANDRES MARIANO ELEMENTARY SCHOOL,75040207,"0564A, 0564B, 0565A, 0565B, 0566A",0,923,702,702,76.05,75040207,75040207
HPM180PA01009980,"NCR, TAGUIG - PATEROS, TAGUIG, SANTA ANA",TAGUIG ELEMENTARY SCHOOL,76070301,"0762B, 0763A, 0763B, 0764A",5,800,610,610,76.25,76070301,76070301
HPM180PA01009994,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, CULIAT",CULIAT ELEMENTARY SCHOOL,74041453,"3400D, 3401A, 3401B, 3402A, 3402B",0,915,549,549,60.0,74041453,74041453
HPM180PA01010001,"NCR, TAGUIG - PATEROS, PATEROS, SANTO ROSARIO-KANLURAN",STO. ROSARIO ELEMENTARY SCHOOL,76060039,"0135A, 0135B, 0136A, 0136B, 0137A, 0138A",0,671,488,488,72.72,76060039,76060039
HPM180PA01010058,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, ALABANG",ALABANG ELEMENTARY SCHOOL,76030243,"0434F, 0434G, 0434H, 0434I, 0435A, 0435B, 0435C",1,866,617,617,71.24,76030243,76030243
HPM180PA01010204,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 194",RIVERA VILL. ELEM. SCHOOL,76050164,"0805A,0805B,0806A,0806B,0807A",0,853,591,591,69.28,76050164,76050164
HPM180PA01010246,"NCR, TAGUIG - PATEROS, TAGUIG, LOWER BICUTAN",TAGUIG NATIONAL HIGH SCHOOL,76070154,"0359C, 0359D, 0359E, 0360A, 0361A",3,1000,670,670,67.0,76070154,76070154
HPM180PA01010258,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, MERVILLE",BELVEDERE COMMUNITY CENTER,76040319,"1057C, 1058A, 1058B, 1059A, 1059B",0,910,673,673,73.95,76040319,76040319
HPM180PA01010382,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, SAN ANTONIO",SAN ANTONIO ELEMENTARY SCHOOL,76020159,"0539B, 0540A, 0541A, 0541B, 0542A, 0542P1",1,640,441,441,68.9,76020159,76020159
HPM180PA01010532,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, SAN ANTONIO",BARANGAY VILLAGE SUBDIVISION COVERED COURT,76040222,"0721A, 0722A, 0722B, 0723A, 0723P1",1,646,475,475,73.52,76040222,76040222
HPM180PA01010575,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, POTRERO",POTRERO ELEMENTARY SCHOOL (MAIN),75020242,"0642A,0642B,0643A,0644A,0645A",1,803,494,494,61.51,75020242,75020242
HPM180PA01010609,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, LAGING HANDA",DON A. ROCES SR. SCIENCE &TECHNOLOGY H. S.,74040798,"4618A,4619A,4620A,4621A,4622A,4623A,4624A,4625A,4626A,4627A",0,949,638,638,67.22,74040798,74040798
HPM180PA01010682,"NCR, TAGUIG - PATEROS, TAGUIG, MAHARLIKA VILLAGE",MAHARLIKA ELEMENTARY SCHOOL,76070191,"0453B, 0453C, 0454A, 0455A, 0455B, 0455C, 0455D",0,937,455,455,48.55,76070191,76070191
HPM180PA01010773,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, CUPANG","CUPANG ELEMENTARY SCHOOL,",76030292,"0514A, 0514B, 0514C, 0515A, 0516A",4,973,652,652,67.0,76030292,76030292
HPM180PA01010780,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, PULANG LUPA DOS",LAS PIÑAS NORTH NATIONAL HIGH SCHOOL,76010088,"0222B, 0223A, 0223B, 0223C, 0223D",0,954,557,557,58.38,76010088,76010088
HPM180PA01010834,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, MAUWAY",MATAAS NA PAARALANG NEPTALI A. GONZALES,74010193,"0652A, 0652B, 0653A, 0653B",1,787,496,496,63.02,74010193,74010193
HPM180PA01010836,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 201",KALAYAAN ELEM. SCHOOL,76050187,"0846A,0846B,0846C,0846D,0846E",3,964,638,638,66.18,76050187,76050187
HPM180PA01010840,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, BULI",BULI ELEMENTARY SCHOOL,76030291,"0512B, 0512C, 0513A, 0513B, 0513C, 0513P1",0,870,614,614,70.57,76030291,76030291
HPM180PA01010930,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, SAN ANTONIO",SAN ANTONIO NATIONAL HIGH SCHOOL (FORMERLY MAKATI HIGH SCHOOL ANNEX),76020171,"0572B, 0572C, 0572D, 0572E, 0573A, 0573B, 0574A, 0574B, 0575A, 0575B, 0576A, 0576B",1,768,498,498,64.84,76020171,76020171
HPM180PA01010958,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, BAMBANG",BAMBANG ELEMENTARY SCHOOL,74030017,"0060A, 0060B, 0061A, 0062A, 0062B, 0063A, 0063B, 0065A",1,981,774,774,78.89,74030017,74030017
HPM180PA01010963,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, NEW ALABANG VILLAGE",DE LA SALLE ZOBEL-SANTIAGO SCHOOL,76030281,"0482A, 0482B, 0483A, 0483B, 0484A, 0484B",1,841,595,595,70.74,76030281,76030281
HPM180PA01011010,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 54",EPIFANIO DELOS SANTOS ELEMENTARY SCHOOL,76050214,"0232A, 0232B, 0233A, 0233B",1,573,468,468,81.67,76050214,76050214
HPM180PA01011146,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, NOVALICHES PROPER",DOÑA ROSARIO ELEMENTARY SCHOOL,74041141,"2410C,2410D,2410E,2411A,2412A,2413A",0,908,623,623,68.61,74041141,74041141
HPM180PA01011249,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, GREATER LAGRO",LAGRO ELEMENTARY SCHOOL,74041068,"2175A,2176A,2176B,2177A,2177B,2178A,2178P1",0,745,505,505,67.78,74041068,74041068
HPM180PA01011464,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, COMMONWEALTH",COMMONWEALTH ELEMENTARY SCHOOL,74040392,"1597I, 1598A, 1598B, 1598C, 1598D",1,999,640,640,64.06,74040392,74040392
HPM180PA01011479,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, DALANDANAN",DALANDANAN ELEMENTARY SCHOOL,75040067,"0164A, 0164B, 0165A, 0166A, 0167A, 0167B",3,993,720,720,72.5,75040067,75040067
HPM180PA01011491,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, PINAGBUHATAN",NAGPAYONG ELEMENTARY SCHOOL,74030324,"1004A, 1004B, 1004C, 1004D, 1005A",4,999,779,779,77.97,74030324,74030324
HPM180PA01011508,"NCR, TAGUIG - PATEROS, TAGUIG, SOUTH DAANG HARI",BAGONG TANYAG ELEMENTARY SCHOOL- MAIN,76070046,"0106M, 0106N, 0106O, 0106P1",1,760,572,572,75.26,76070046,76070046
HPM180PA01011574,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 140",TIMOTEO PAEZ INTEGRATED SCHOOL,39010300,"0522A, 0522B, 0523A, 0523B, 0523P1",2,533,395,395,74.1,39010300,39010300
HPM180PA01011607,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 95",EMILIO JACINTO ELEM. SCHOOL,39010187,"0339F, 0339G, 0339H, 0339I, 0339J, 0339P1",0,835,642,642,76.88,39010187,39010187
HPM180PA01011619,"NCR, TAGUIG - PATEROS, PATEROS, MAGTANGGOL",PATEROS ELEMENTARY SCHOOL,76060007,"0021B, 0022A, 0023A, 0023B, 0024A",0,607,442,442,72.81,76060007,76060007
HPM180PA01011660,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, WACK-WACK GREENHILLS",DE LA SALLE GREENHILLS,74010253,"0906A, 0906B, 0906C, 0906D, 0906E, 0906F, 0906P1",0,719,448,448,62.3,74010253,74010253
HPM180PA01011736,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, NEW ZAÑIGA",MANDALUYONG ELEMENTARY SCHOOL,74010208,"0685A, 0685B, 0687A, 0687B, 0689A, 0700A, 0700B",1,998,614,614,61.52,74010208,74010208
HPM180PA01011866,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, WEST REMBO",WEST REMBO ELEMENTARY SCHOOL,76020462,"1343B, 1344A, 1344B, 1344C, 1345A, 1345B, 1345C",2,977,729,729,74.61,76020462,76020462
HPM180PA01011893,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 177",CIELITO ZAMORA ELEM. SCHOOL,75010390,"1304A, 1305A, 1306A, 1307A, 1307B",0,992,642,642,64.71,75010390,75010390
HPM180PA01011920,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, MANRESA",SAN JOSE HIGH SCHOOL,74040183,"0975A, 0976A, 0977A, 0978A, 0979A",1,998,735,735,73.64,74040183,74040183
HPM180PA01011950,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 125",C. ARELLANO ELEM. SCHOOL,75010830,"2419A, 2421A, 2422A, 2423A, 2423P1",1,601,419,419,69.71,75010830,75010830
HPM180PA01011970,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON TRES",TALON 3 ELEMENTARY SCHOOL,76010253,"0497B, 0498A, 0498B, 0499A, 0499B, 0500A, 0500B",0,877,584,584,66.59,76010253,76010253
HPM180PA01011985,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 2",ISABELO DELOS REYES ELEM. SCHOOL,39010004,"0008A, 0008B, 0008C, 0008P1",0,598,392,392,65.55,39010004,39010004
HPM180PA01011991,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, SAN ISIDRO",SAN ANTONIO ELEMENTARY SCHOOL-SILVERIO ANNEX,76040128,"0396B, 0397A, 0397B, 0398A, 0398B",2,992,681,681,68.64,76040128,76040128
HPM180PA01012021,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON SINGKO",MOONWALK ELEMENTARY SCHOOL,76010280,"0557B, 0557C, 0558A, 0559A, 0560A",0,977,607,607,62.12,76010280,76010280
HPM180PA01012042,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, PIO DEL PILAR",PIO DEL PILAR ELEMENTARY SCHOOL (MAIN),76020154,"0515A, 0515B, 0516A, 0517A, 0518A, 0519A, 0520A, 0525B",0,985,717,717,72.79,76020154,76020154
HPM180PA01012059,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, SAN ANTONIO",SAN ANTONIO NATIONAL HIGH SCHOOL (FORMERLY MAKATI HIGH SCHOOL ANNEX),76020164,"0553A, 0553B, 0553C, 0553D, 0554A",4,833,569,569,68.3,76020164,76020164
HPM180PA01012094,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, SUCAT",SUCAT ELEMENTARY SCHOOL,76030346,"0676A, 0676B, 0677A, 0677B, 0677C",0,874,513,513,58.69,76030346,76030346
HPM180PA01012173,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 34",MAYPAJO ELEM. SCHOOL,75010672,"1994A, 1995A, 1996A, 1997A, 1998A, 1998P1",1,713,489,489,68.58,75010672,75010672
HPM180PA01012221,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, B. F. HOMES",MASVILLE ELEMENTARY SCHOOL,76040193,"0607A, 0607B, 0608A, 0609A, 0609B",0,904,635,635,70.24,76040193,76040193
HPM180PA01012225,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, SANTO NIÑO",SANTO NIÑO ELEMENTARY SCHOOL,76040059,"0194B, 0195A, 0195B, 0196A, 0196B",3,954,637,637,66.77,76040059,76040059
HPM180PA01012236,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, MANUYO DOS",LAS PIÑAS NATIONAL HIGH SCHOOL-GATCHALIAN ANNEX,76010024,"0053V, 0053W, 0053X, 0053Y, 0053Z",0,984,641,641,65.14,76010024,76010024
HPM180PA01012303,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, ALABANG",ALABANG ELEMENTARY SCHOOL,76030258,"0449B, 0449C, 0449D, 0449E, 0449F",0,957,612,612,63.94,76030258,76030258
HPM180PA01012306,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON UNO",TALON ELEMENTARY SCHOOL,76010214,"0438R, 0438S, 0438T, 0438U, 0438V",1,984,559,559,56.8,76010214,76010214
HPM180PA01012328,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON SINGKO",MOONWALK ELEMENTARY SCHOOL - GOLDEN ACRES ANNEX,76010297,"0591I, 0591J, 0592A, 0592B, 0592C",0,951,654,654,68.76,76010297,76010297
HPM180PA01012347,"NCR, TAGUIG - PATEROS, TAGUIG, FORT BONIFACIO",KAPITAN EDDIE T. REYES MEMORIAL ELEMENTARY SCHOOL-MAIN (KERMES),76070460,"1205A, 1206A, 1207A, 1207B, 1208A",0,884,465,465,52.6,76070460,76070460
HPM180PA01012357,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, BAHAY TORO",GSIS MULTIPURPOSE HALL,74040070,"0366A, 0367A, 0368A, 0369A, 0370A",0,955,658,658,68.9,74040070,74040070
HPM180PA01012419,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 178",CAMARIN D ELEM. SCHOOL,75010429,"1401C, 1402A, 1402B, 1403A, 1403B",1,988,676,676,68.42,75010429,75010429
HPM180PA01012426,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, VERGARA",ISAAC LOPEZ INTEGRATED SCHOOL,74010247,"0873A, 0873B, 0874A, 0875A, 0876A",0,855,551,551,64.44,74010247,74010247
HPM180PA01012432,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 59",GRACE PARK ELEM. SCHOOL (MAIN),75010725,"2134B, 2134C, 2135A, 2136A, 2136B, 2136C, 2137A",0,938,563,563,60.02,75010725,75010725
HPM180PA01012627,"NCR, TAGUIG - PATEROS, PATEROS, SAN ROQUE",P. MANALO ELEMENTARY SCHOOL ANNEX,76060015,"0052A, 0052B, 0053A, 0053B, 0054A, 0054B, 0055A, 0055B",0,809,570,570,70.45,76060015,76060015
HPM180PA01012647,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, MARULAS",CONSTANTINO ELEMENTARY SCHOOL,75040345,"0990A, 0991A, 0991B, 0991P1",1,591,447,447,75.63,75040345,75040345
HPM180PA01012664,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 26",LERMA ELEM. SCHOOL,75010630,"1892A, 1892B, 1892C, 1893A",1,704,505,505,71.73,75010630,75010630
HPM180PA01012671,"NCR, TAGUIG - PATEROS, TAGUIG, SANTA ANA",TAGUIG ELEMENTARY SCHOOL,76070298,"0753B, 0754A, 0754B, 0755A, 0755B",3,996,758,758,76.1,76070298,76070298
HPM180PA01012685,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 187",DON CARLOS ELEM. SCHOOL,76050142,"0752B,0752C,0753A,0753B,0753C,0754A",1,916,626,626,68.34,76050142,76050142
HPM180PA01012731,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, PARANG",PARANG ELEMENTARY SCHOOL,74020215,"0862A, 0863A, 0863B, 0864A, 0865A, 0866A, 0867A",0,961,739,739,76.89,74020215,74020215
HPM180PA01012802,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, SAN MARTIN DE PORRES",DR. ARCADIO SANTOS NATIONAL HIGH SCHOOL - MAIN,76040359,"1160B, 1161A, 1161B, 1162A, 1162B",1,824,575,575,69.78,76040359,76040359
HPM180PA01012821,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, OLD CAPITOL SITE","BARANGAY MULTI-PURPOSE BLDG,",74040968,"5531B,5532A,5532B,5533A,5533B",1,967,605,605,62.56,74040968,74040968
HPM180PA01012894,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, LONGOS",LONGOS ELEMENTARY SCHOOL,75020169,"0422A,0422B,0423A,0424A,0424B",1,872,690,690,79.12,75020169,75020169
HPM180PA01012906,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, MAYSAN",SITIO STO. ROSARIO ELEMENTARY SCHOOL,75040377,"1082A, 1082B, 1082C, 1083A, 1083B",1,952,655,655,68.8,75040377,75040377
HPM180PA01012916,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 12",KAUNLARAN ELEM SCH.,75010576,"1778A, 1778B, 1779A, 1779B, 1780A",0,996,660,660,66.26,75010576,75010576
HPM180PA01012991,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, CONCEPCION UNO",CONCEPCION ELEMENTARY SCHOOL,74020123,"0542A, 0543A, 0544A, 0545A, 0546A, 0547A, 0548A, 0549A, 0550A, 0551A",0,994,666,666,67.0,74020123,74020123
HPM180PA01013052,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, DAMPALIT",DAMPALIT ELEMENTARY SCHOOL (MAIN),75020077,"0246B,0247A,0248A,0248B",1,723,576,576,79.66,75020077,75020077
HPM180PA01013179,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, SAUYO",SAUYO ELEMENTARY SCHOOL,74041282,"2818A, 2819A, 2820A, 2821A, 2822A",0,941,646,646,68.65,74041282,74041282
HPM180PA01013183,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 221",FLORENTINO TORRES HIGH SCHOOL,39010437,"0912A, 0913A, 0913B, 0914B, 0917P1",1,625,447,447,71.52,39010437,39010437
HPM180PA01013458,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, COMEMBO",BENIGNO AQUINO HIGH SCHOOL,76020266,"0782A, 0783A, 0783B, 0784A, 0785A, 0785B",0,958,724,724,75.57,76020266,76020266
HPM180PA01013477,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, HULONG DUHAT",MALABON NATIONAL HIGH SCHOOL,75020068,"0218A,0219A,0219B,0220A,0220B",3,927,635,635,68.5,75020068,75020068
HPM180PA01013511,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, NAVOTAS CITY, SAN JOSE (POB.)",NAVOTAS ELEMENTARY SCHOOL,75030022,"0100A, 0100B, 0101A, 0102A, 0106A",0,902,679,679,75.27,75030022,75030022
